sj_no,sub_group_nm,delta_O_ALG1_ag,delta_O_ALG2_ag,delta_O_ALG3_ag,delta_O_ALG4_ag,delta_O_ALG1_ar,delta_O_ALG2_ar,delta_O_ALG3_ar,delta_O_ALG4_ar,K_SOD,K1_SOD,K2_SOD,T1_SOD,T2_SOD,T_si,alpha_temp,K_s_ISS,K_LDOC,K_LPOC,K_RDOC,K_RPOC,K_LDOC_to_RDOC,K_LPOC_to_RPOC,K_s_LPOC,K_s_RPOC,K_LDON,K_LPON,K_RDON,K_RPON,K_LDON_to_RDON,K_LPON_to_RPON,K_s_LPON,K_s_RPON,K_LDOP,K_LPOP,K_RDOP,K_RPOP,K_LDOP_to_RDOP,K_LPOP_to_RPOP,K_s_LPOP,K_s_RPOP,P_d_C,K1_OC,K2_OC,T1_OC,T2_OC,K1_ON,K2_ON,T1_ON,T2_ON,K1_OP,K2_OP,T1_OP,T2_OP,Chl_to_ALG_ratio_1,Chl_to_ALG_ratio_2,Chl_to_ALG_ratio_3,K_s_ALG1,K_s_ALG2,K_s_ALG3,delta_C_ALG1,delta_C_ALG2,delta_C_ALG3,delta_N_ALG1,delta_N_ALG2,delta_N_ALG3,delta_P_ALG1,delta_P_ALG2,delta_P_ALG3,delta_O_OC,delta_C_OC,delta_P_OP,delta_N_ON,delta_O_NH4,delta_N_to_OC,K_ag_max_ALG1,K_ar_max_ALG1,K_am_max_ALG1,K_ae_max_ALG1,K_ag_max_ALG2,K_ar_max_ALG2,K_am_max_ALG2,K_ae_max_ALG2,K_ag_max_ALG3,K_ar_max_ALG3,K_am_max_ALG3,K_ae_max_ALG3,K1_ALG1,K2_ALG1,K3_ALG1,K4_ALG1,T1_ALG1,T2_ALG1,T3_ALG1,T4_ALG1,K1_ALG2,K2_ALG2,K3_ALG2,K4_ALG2,T1_ALG2,T2_ALG2,T3_ALG2,T4_ALG2,K1_ALG3,K2_ALG3,K3_ALG3,K4_ALG3,T1_ALG3,T2_ALG3,T3_ALG3,T4_ALG3,keb,alpha_ISS,alpha_POM,alpha_ALG,K_Lp,K_ads_PIP,K_des_PIP,K_s_PIP,P_d_P,K_h_PIP,K_h_P_ALG1,K_h_P_ALG2,K_h_P_ALG3,K_NH4,K_NO3,K_s_NO3,P_d_N,K_h_N_ALG1,K_h_N_ALG2,K_h_N_ALG3,K_ads_PIN,K_des_PIN,K_s_PIN,K_h_NH4,K_h_PIN,K1_NH4,K2_NH4,T1_NH4,T2_NH4,K1_NO3,K2_NO3,T1_NO3,T2_NO3,N_measure_sigma,N_process_sigma,LPOC_to_TOC,RPOC_to_TOC,LDOC_to_TOC,RDOC_to_TOC,L_portion_in_PON,R_portion_in_PON,L_portion_in_DON,R_portion_in_DON,L_portion_in_POP,R_portion_in_POP,L_portion_in_DOP,R_portion_in_DOP,PIP_to_Particulate_P,PIN_to_Particulate_N
52,CH_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
53,CH_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
54,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
55,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
56,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
57,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
58,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
59,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
60,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
61,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
62,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
63,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
64,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
65,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
66,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
67,ND_estuary_weir,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.09,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
68,SJ_weir_upstream,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.12,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
69,SJ_weir_upstream,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.12,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
70,SJ_weir_upstream,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.12,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
71,SJ_weir_upstream,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,0.12,0.01,0.99,0,23,16,1.12,0,0.002,0.002,0.002,0.002,0.01,0.01,0.002,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.002,0.015,0.015,0.015,0.015,0.01,0.01,0.04,0.04,0.5,0.01,0.99,0.01,20,0.2,0.99,5,15,0.15,0.99,0.1,14,0.07,0.07,0.07,0.01,0.005,0.001,0.6,0.6,0.6,0.08,0.08,0.08,0.005,0.005,0.005,2.67,1,1,1,4.57,0.3,4.75,0.019,0.019,0.019,2.55,0.019,0.019,0.019,3.45,0.019,0.019,0.019,0.5,0.99,0.99,0.01,0.01,6,10,11,0.01,0.99,0.99,0.05,14,16,18,22,0.01,0.99,0.99,0.05,20,25,28,32,0.05,0.01,0.4,0.1,80,0.02,0.005,0.05,0.6,0.005,0.001,0.001,0.001,0.18,0.012,0,0.5,0.1,0.1,0.1,0.002,0.001,0.005,0.1,0.005,0.05,0.99,0.01,15,0.0001,0.99,10,20,0.3,0.2,0.057,0.086,0.108,0.749,0.3966,0.6033,0.1256,0.8744,0.3966,0.6033,0.1256,0.8744,0,0
